property_name,property_id,link
"4 BHK Flat in Sector 66, Gurgaon",Z89784204,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bptp-mansions-park-prime-sector-66-gurgaon-3044-sq-ft-spid-Z89784204
"2 BHK Flat in Sector 93, Gurgaon",I88435354,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-orchard-avenue-2-sector-93-gurgaon-839-sq-ft-spid-I88435354
"3 BHK Flat in Sector 88A, Gurgaon",U89544484,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-county-the-center-court-sector-88a-gurgaon-2175-sq-ft-spid-U89544484
"2 BHK Flat in Sector 48, Gurgaon",Z89384599,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-central-park-resorts-sector-48-gurgaon-1495-sq-ft-spid-Z89384599
"3 BHK Flat in Sector 67, Gurgaon",C89665354,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-spa-next-sector-67-gurgaon-1935-sq-ft-spid-C89665354
"3 BHK Flat in Sector 106, Gurgaon",M88568966,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-2002-sq-ft-spid-M88568966
"2 BHK Flat in Sector 89, Gurgaon",S90251156,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-smart-world-gems-sector-89-gurgaon-1208-sq-ft-spid-S90251156
"3 BHK Flat in Sector 49, Gurgaon",N89851458,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-awho-sispal-vihar-sector-49-gurgaon-1773-sq-ft-spid-N89851458
"4 BHK Flat in DLF Golf Course, Gurgaon",E86828030,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-camellias-dlf-golf-course-gurgaon-7400-sq-ft-spid-E86828030
"3 BHK Flat in Sector 66, Gurgaon",O89895274,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-the-palm-drive-sector-66-gurgaon-1950-sq-ft-spid-O89895274
"2 BHK Flat in Sector 77, Gurgaon",W88237922,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-umang-winter-hills-sector-77-gurgaon-1342-sq-ft-spid-W88237922
"3 BHK Flat in Sector 104, Gurgaon",D90334078,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-puri-emerald-bay-sector-104-gurgaon-2450-sq-ft-spid-D90334078
"3 BHK Flat in Sector 102, Gurgaon",W90759336,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shapoorji-pallonji-joyville-gurugram-sector-102-gurgaon-1669-sq-ft-spid-W90759336
"3 BHK Flat in Sector 69, Gurgaon",S90692298,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-yellow-sector-69-gurgaon-1704-sq-ft-spid-S90692298
"2 BHK Flat in Sector 85, Gurgaon",V89886916,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-air-sector-85-gurgaon-1400-sq-ft-spid-V89886916
"3 BHK Flat in Sector 102, Gurgaon",S90664380,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-conscient-heritage-max-sector-102-gurgaon-2149-sq-ft-spid-S90664380
"3 BHK Flat in Sector 102, Gurgaon",C88637712,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-conscient-heritage-max-sector-102-gurgaon-2149-sq-ft-r1-spid-C88637712
"4 BHK Flat in Sector 89 A, Gurgaon",V88635574,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-vatika-seven-elements-sector-89-a-gurgaon-2505-sq-ft-r1-spid-V88635574
"3 BHK Flat in Sector 37D, Gurgaon",Y60193060,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ramprastha-primera-sector-37d-gurgaon-1800-sq-ft-r10-spid-Y60193060
"3 BHK Flat in Sector 70A, Gurgaon",L90115020,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-paras-irene-sector-70a-gurgaon-1830-sq-ft-spid-L90115020
"4 BHK Flat in Sector 109, Gurgaon",D88335302,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-brisk-lumbini-terrace-homes-sector-109-gurgaon-2836-sq-ft-r1-spid-D88335302
"4 BHK Flat in Sector 86, Gurgaon",U89836358,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-2-sector-86-gurgaon-2485-sq-ft-spid-U89836358
"4 BHK Flat in Sector 79, Gurgaon",I90022650,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bestech-altura-sector-79-gurgaon-2675-sq-ft-spid-I90022650
"3 BHK Flat in Sector 84, Gurgaon",A90021122,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-spaze-privy-at4-sector-84-gurgaon-2275-sq-ft-spid-A90021122
"3 BHK Flat in Sector 99, Gurgaon",C89997296,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vatika-sovereign-park-sector-99-gurgaon-2780-sq-ft-spid-C89997296
"3 BHK Flat in Sector 104, Gurgaon",P89757246,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1359-sq-ft-spid-P89757246
"3 BHK Flat in Tikri, Gurgaon",R89829314,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-parsvnath-green-ville-tikri-gurgaon-1945-sq-ft-spid-R89829314
"3 BHK Flat in Sector 89, Gurgaon",O89055502,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-smart-world-gems-sector-89-gurgaon-1495-sq-ft-spid-O89055502
"3 BHK Flat in Sector 70A, Gurgaon",U89821230,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-paras-irene-sector-70a-gurgaon-1830-sq-ft-spid-U89821230
"3 BHK Flat in Sector 104, Gurgaon",S89813292,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1389-sq-ft-spid-S89813292
"4 BHK Flat in Sector 86, Gurgaon",K89709600,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-2-sector-86-gurgaon-2356-sq-ft-spid-K89709600
"3 BHK Flat in Tikri, Gurgaon",D89774816,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-city-tikri-gurgaon-2075-sq-ft-spid-D89774816
"2 BHK Flat in Sector 107, Gurgaon",O88013028,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-woodshire-sector-107-gurgaon-1366-sq-ft-r1-spid-O88013028
"3 BHK Flat in Sector 48, Gurgaon",P89587232,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-parsvnath-green-ville-sector-48-gurgaon-1785-sq-ft-spid-P89587232
"3 BHK Flat in Sector 99, Gurgaon",K89353477,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vatika-sovereign-park-sector-99-gurgaon-2780-sq-ft-spid-K89353477
"4 BHK Flat in Sector 85, Gurgaon",Z88996816,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-godrej-air-sector-85-gurgaon-2599-sq-ft-spid-Z88996816
"3 BHK Flat in Sector 112, Gurgaon",F89332843,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-experion-windchants-sector-112-gurgaon-2802-sq-ft-spid-F89332843
"3 BHK Flat in sector 58, Gurgaon",K89738846,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-grand-arch-sector-58-gurgaon-2164-sq-ft-spid-K89738846
"2 BHK Flat in Sector 68, Gurgaon",G87269094,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-the-marina-sector-68-gurgaon-1330-sq-ft-r1-spid-G87269094
"2 BHK Flat in Sector 89, Gurgaon",S90608602,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-smart-world-gems-sector-89-gurgaon-1208-sq-ft-spid-S90608602
"2 BHK Flat in Pocket H Nirvana Country, Gurgaon",I88860882,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-unitech-harmony-pocket-h-nirvana-country-gurgaon-1795-sq-ft-spid-I88860882
"3 BHK Flat in Sector 65, Gurgaon",P90246008,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1650-sq-ft-spid-P90246008
"5 BHK Flat in Sector 62, Gurgaon",O90077490,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-pioneer-urban-presidia-sector-62-gurgaon-4337-sq-ft-spid-O90077490
"5 BHK Flat in Sector 62, Gurgaon",Y89374721,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-pioneer-urban-presidia-sector-62-gurgaon-4382-sq-ft-spid-Y89374721
"3 BHK Flat in Sector 37C, Gurgaon",D89656194,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ild-greens-sector-37c-gurgaon-1974-sq-ft-spid-D89656194
"4 BHK Flat in Sector 37C, Gurgaon",R90058790,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ild-greens-sector-37c-gurgaon-3452-sq-ft-spid-R90058790
"3 BHK Flat in sector 58, Gurgaon",T88972572,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-grand-arch-sector-58-gurgaon-2156-sq-ft-spid-T88972572
"4 BHK Flat in Sector 91, Gurgaon",J90420726,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-sector-91-gurgaon-2364-sq-ft-spid-J90420726
"4 BHK Flat in Sector 72, Gurgaon",S89446304,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tata-primanti-sector-72-gurgaon-3355-sq-ft-spid-S89446304
"3 BHK Flat in Sector 111, Gurgaon",P89546452,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-puri-diplomatic-residences-sector-111-gurgaon-2440-sq-ft-spid-P89546452
"4 BHK Flat in Sector 72, Gurgaon",F89656578,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tata-primanti-sector-72-gurgaon-2905-sq-ft-spid-F89656578
"3 BHK Flat in Sector 112, Gurgaon",L88494918,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tata-gurgaon-gateway-sector-112-gurgaon-2925-sq-ft-spid-L88494918
"2 BHK Flat in Sector 89, Gurgaon",C90059256,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-soulitude-sector-89-gurgaon-1126-sq-ft-spid-C90059256
"4 BHK Flat in Sector 110 A, Gurgaon",V90626982,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-mahindra-aura-sector-110-a-gurgaon-2397-sq-ft-spid-V90626982
"3 BHK Flat in Sector 80, Gurgaon",R90011404,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sector-80-gurgaon-2375-sq-ft-spid-R90011404
"3 BHK Flat in Sector 104, Gurgaon",E90334354,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-puri-emerald-bay-sector-104-gurgaon-2450-sq-ft-spid-E90334354
"3 BHK Flat in Sector 68, Gurgaon",Z89687136,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-pareena-mi-casa-sector-68-gurgaon-1483-sq-ft-spid-Z89687136
"3 BHK Flat in Sector 113, Gurgaon",H89588712,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-smartworld-one-dxp-sector-113-gurgaon-2594-sq-ft-spid-H89588712
"4 BHK Flat in DLF Phase 5, Gurgaon",W90079122,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-trinity-towers-dlf-phase-5-gurgaon-2385-sq-ft-spid-W90079122
"3 BHK Flat in Sector 68, Gurgaon",X78931449,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-the-marina-sector-68-gurgaon-1746-sq-ft-r5-spid-X78931449
"2 BHK Flat in Sector 68, Gurgaon",L89424642,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pareena-mi-casa-sector-68-gurgaon-865-sq-ft-spid-L89424642
"2 BHK Flat in Palam Vihar, Gurgaon",J89625278,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-residency-palam-vihar-gurgaon-1565-sq-ft-spid-J89625278
"3 BHK Flat in Sector 109, Gurgaon",V83070094,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-chintels-serenity-sector-109-gurgaon-1955-sq-ft-r2-spid-V83070094
"4 BHK Flat in Sector 48, Gurgaon",L90350862,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-vipul-greens-sector-48-gurgaon-2170-sq-ft-spid-L90350862
"3 BHK Flat in Sector 68, Gurgaon",C84897788,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-the-marina-sector-68-gurgaon-1746-sq-ft-r1-spid-C84897788
"3 BHK Flat in DLF Phase 5, Gurgaon",W90283348,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-crest-dlf-phase-5-gurgaon-2686-sq-ft-spid-W90283348
"3 BHK Flat in Sector 70A, Gurgaon",F89535220,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-aipl-the-peaceful-homes-sector-70a-gurgaon-2150-sq-ft-spid-F89535220
"4 BHK Flat in Sector 60, Gurgaon",Q89913634,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ireo-skyon-sector-60-gurgaon-2800-sq-ft-spid-Q89913634
"2 BHK Flat in Sector 104, Gurgaon",Q88562832,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-puri-emerald-bay-sector-104-gurgaon-1550-sq-ft-spid-Q88562832
"3 BHK Flat in Sector 85, Gurgaon",T88387558,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-air-sector-85-gurgaon-2129-sq-ft-spid-T88387558
"4 BHK Flat in Sector 60, Gurgaon",B90497092,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ireo-skyon-sector-60-gurgaon-2800-sq-ft-spid-B90497092
"3 BHK Flat in Sector 85, Gurgaon",A89027238,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-air-sector-85-gurgaon-2129-sq-ft-spid-A89027238
"3 BHK Flat in Sector 37D, Gurgaon",X90381560,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bptp-park-serene-sector-37d-gurgaon-1814-sq-ft-spid-X90381560
"2 BHK Flat in Sector 68, Gurgaon",W90389816,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pareena-mi-casa-sector-68-gurgaon-865-sq-ft-spid-W90389816
"4 BHK Flat in Sector 106, Gurgaon",Z89493390,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-paras-dews-sector-106-gurgaon-2355-sq-ft-spid-Z89493390
"4 BHK Flat in Sector 79, Gurgaon",F88699014,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bestech-altura-sector-79-gurgaon-2675-sq-ft-spid-F88699014
"4 BHK Flat in Sector 106, Gurgaon",Q90087436,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-2720-sq-ft-spid-Q90087436
"4 BHK Flat in Sector 99, Gurgaon",F90056984,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-pareena-express-heights-sector-99-gurgaon-2425-sq-ft-spid-F90056984
"4 BHK Flat in Sector 82, Gurgaon",F89189135,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-mapsko-casa-bella-sector-82-gurgaon-2535-sq-ft-spid-F89189135
"3 BHK Flat in Sector 77, Gurgaon",K89035894,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-umang-winter-hills-sector-77-gurgaon-1822-sq-ft-spid-K89035894
"3 BHK Flat in Sector 107, Gurgaon",B88602616,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-woodshire-sector-107-gurgaon-2361-sq-ft-spid-B88602616
"4 BHK Flat in Sector 42, Gurgaon",H44079609,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-magnolias-sector-42-gurgaon-6350-sq-ft-r12-spid-H44079609
"3 BHK Flat in Sector 66, Gurgaon",D89530076,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-uptown-sector-66-gurgaon-1872-sq-ft-spid-D89530076
"3 BHK Flat in Sector 79, Gurgaon",W89504410,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mapsko-mount-ville-sector-79-gurgaon-1490-sq-ft-spid-W89504410
"3 BHK Flat in Sector 79, Gurgaon",D89504608,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mapsko-mount-ville-sector-79-gurgaon-1815-sq-ft-spid-D89504608
"3 BHK Flat in Sector 111, Gurgaon",E89370897,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-puri-diplomatic-residences-sector-111-gurgaon-2282-sq-ft-spid-E89370897
"3 BHK Flat in Sector 108, Gurgaon",T89327825,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-sector-108-gurgaon-1711-sq-ft-spid-T89327825
"4 BHK Flat in Sector 37C, Gurgaon",N87790040,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-piedmont-taksila-heights-sector-37c-gurgaon-1932-sq-ft-spid-N87790040
"3 BHK Flat in Sector 79, Gurgaon",G88652094,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mapsko-mount-ville-sector-79-gurgaon-1490-sq-ft-spid-G88652094
"2 BHK Flat in Sector 108, Gurgaon",Y89327713,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-sector-108-gurgaon-1381-sq-ft-spid-Y89327713
"3 BHK Flat in Sector 1A IMT Manesar, Gurgaon",Q89062216,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mangal-murti-apartments-sector-1a-imt-manesar-gurgaon-2100-sq-ft-spid-Q89062216
"4 BHK Flat in Sector 89, Gurgaon",B89315625,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-godrej-zenith-sector-89-gurgaon-3221-sq-ft-spid-B89315625
"2 BHK Flat in Sohna, Gurgaon",F89903984,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-eldeco-accolade-sohna-gurgaon-1452-sq-ft-spid-F89903984
"4 BHK Flat in Sector 42, Gurgaon",S88240362,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-aralias-sector-42-gurgaon-5890-sq-ft-spid-S88240362
"5 BHK Flat in Sector 53, Gurgaon",J90083490,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-parsvnath-exotica-sector-53-gurgaon-4665-sq-ft-spid-J90083490
"4 BHK Flat in Sector 106, Gurgaon",V89432306,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sector-106-gurgaon-4640-sq-ft-spid-V89432306
"3 BHK Flat in Sector 113, Gurgaon",U89606448,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-mansion-sector-113-gurgaon-2342-sq-ft-spid-U89606448
"3 BHK Flat in Sector 108, Gurgaon",X77232855,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-sector-108-gurgaon-2072-sq-ft-spid-X77232855
"3 BHK Flat in Sector 69, Gurgaon",F88703024,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-yellow-sector-69-gurgaon-1704-sq-ft-spid-F88703024
"3 BHK Flat in Sector 69, Gurgaon",O88781456,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sector-69-gurgaon-2690-sq-ft-spid-O88781456
"3 BHK Flat in Sector 103, Gurgaon",H88247362,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-indiabulls-centrum-park-sector-103-gurgaon-1900-sq-ft-spid-H88247362
"4 BHK Flat in Sector 66, Gurgaon",D84693268,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-the-enclave-sector-66-gurgaon-2415-sq-ft-spid-D84693268
"3 BHK Flat in Sector 37D, Gurgaon",Y80451047,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ramprastha-primera-sector-37d-gurgaon-1800-sq-ft-r1-spid-Y80451047
"4 BHK Flat in Sector 66, Gurgaon",N90308810,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-the-palm-drive-sector-66-gurgaon-3800-sq-ft-spid-N90308810
"3 BHK Flat in Sector 109, Gurgaon",X88756208,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-tourmaline-sector-109-gurgaon-1750-sq-ft-spid-X88756208
"3 BHK Flat in Sector 81, Gurgaon",N90129324,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vipul-lavanya-sector-81-gurgaon-1560-sq-ft-spid-N90129324
"4 BHK Flat in Sector 90, Gurgaon",P61448190,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-1-sector-90-gurgaon-2727-sq-ft-r5-spid-P61448190
"3 BHK Flat in Sector 49, Gurgaon",K90632872,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-orchid-petals-sector-49-gurgaon-1805-sq-ft-spid-K90632872
"4 BHK Flat in MG Road, Gurgaon",G88250788,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-suncity-platinum-towers-mg-road-gurgaon-4175-sq-ft-spid-G88250788
"2 BHK Flat in Sector 83, Gurgaon",Z90405458,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-mapsko-paradise-sector-83-gurgaon-1050-sq-ft-spid-Z90405458
"3 BHK Flat in Sector 83, Gurgaon",M90408988,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mapsko-paradise-sector-83-gurgaon-1340-sq-ft-spid-M90408988
"3 BHK Flat in Sector 85, Gurgaon",K88306794,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-air-sector-85-gurgaon-1828-sq-ft-spid-K88306794
"4 BHK Flat in Sector 106, Gurgaon",V90135990,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-2002-sq-ft-spid-V90135990
"3 BHK Flat in Sector 107, Gurgaon",Y88497616,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-woodshire-sector-107-gurgaon-1943-sq-ft-spid-Y88497616
"3 BHK Flat in Sector 92, Gurgaon",A88816506,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-sanskruti-sector-92-gurgaon-1920-sq-ft-spid-A88816506
"3 BHK Flat in Sector 81, Gurgaon",Y88704462,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-ananda-sector-81-gurgaon-1660-sq-ft-spid-Y88704462
"3 BHK Flat in Sector 89, Gurgaon",L89041560,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-soulitude-sector-89-gurgaon-1494-sq-ft-spid-L89041560
"3 BHK Flat in Sohna, Gurgaon",R86817952,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eldeco-accolade-sohna-gurgaon-1751-sq-ft-spid-R86817952
"2 BHK Flat in Sector 111, Gurgaon",G89095493,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kashish-manor-one-sector-111-gurgaon-1455-sq-ft-spid-G89095493
"3 BHK Flat in Sector 102, Gurgaon",C89454642,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-conscient-heritage-max-sector-102-gurgaon-2149-sq-ft-spid-C89454642
"3 BHK Flat in Sector 106, Gurgaon",K88074750,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-1625-sq-ft-spid-K88074750
"5 BHK Flat in Sector 109, Gurgaon",A89023368,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-sobha-international-city-phase-3-sector-109-gurgaon-4500-sq-ft-spid-A89023368
"3 BHK Flat in Sector 67A, Gurgaon",W72428598,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-corridors-sector-67a-gurgaon-1852-sq-ft-r13-spid-W72428598
"3 BHK Flat in Sector 61, Gurgaon",F71731382,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-smart-world-orchard-sector-61-gurgaon-1630-sq-ft-r11-spid-F71731382
"4 BHK Flat in Sector 65, Gurgaon",H90199704,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-emerald-floors-premier-sector-65-gurgaon-1975-sq-ft-spid-H90199704
"3 BHK Flat in Sector 59, Gurgaon",X90105144,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mahindra-luminare-sector-59-gurgaon-2985-sq-ft-spid-X90105144
"4 BHK Flat in Sector 59, Gurgaon",Q89714050,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-conscient-elevate-sector-59-gurgaon-3395-sq-ft-spid-Q89714050
"3 BHK Flat in Sector 62, Gurgaon",J84479938,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-digihomes-sector-62-gurgaon-2589-sq-ft-r2-spid-J84479938
"3 BHK Flat in Sector 1A IMT Manesar, Gurgaon",T88592830,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-express-greens-sector-1a-imt-manesar-gurgaon-1930-sq-ft-spid-T88592830
"4 BHK Flat in Sector 92, Gurgaon",L89355599,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sare-petioles-sector-92-gurgaon-2226-sq-ft-spid-L89355599
"3 BHK Flat in Sector 81, Gurgaon",Z88130552,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vipul-lavanya-sector-81-gurgaon-1530-sq-ft-spid-Z88130552
"3 BHK Flat in Sector 81, Gurgaon",O88130632,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vipul-lavanya-sector-81-gurgaon-1560-sq-ft-spid-O88130632
"4 BHK Flat in Sector 65, Gurgaon",W90643016,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-m3m-polo-suites-sector-65-gurgaon-4010-sq-ft-spid-W90643016
"3 BHK Flat in Sector 67A, Gurgaon",N90487966,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-corridors-sector-67a-gurgaon-1727-sq-ft-spid-N90487966
"3 BHK Flat in sector 58, Gurgaon",Y90414770,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-grand-arch-sector-58-gurgaon-3007-sq-ft-spid-Y90414770
"2 BHK Flat in Sector 67A, Gurgaon",C90089300,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pyramid-square-67a-sector-67a-gurgaon-597-sq-ft-spid-C90089300
"3 BHK Flat in Sector 59, Gurgaon",X89962956,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-conscient-elevate-sector-59-gurgaon-2095-sq-ft-spid-X89962956
